Condition,RID,Kapp,Rep
Acetate,24284,8.548130605900514,131
Acetate,24560,10.000305586674251,131
Acetate,41872,772.4754330192485,131
Acetate,25209,4.27031801615629,131
Acetate,41844,17.742322745301443,131
Acetate,19317,31.357760229051,131
Acetate,23448,4.316976362372008,131
Acetate,25098,40.91128269003326,131
Acetate,10248,24.46485313206024,131
Acetate,27674,845.4323361061188,131
Acetate,Na_ATPsynthase,1348.486068274766,131
Acetate,23676,4.268813841900731,131
Acetate,23372,4.01719068659307,131
Acetate,12460,11225.337670239976,131
Acetate,24488,7.635489886925973,131
Acetate,15469,1.9764079933499268,156
Acetate,oad,49.56666036094822,156
Acetate,11224,0.1963994978601996,156
Acetate,22812,93.23443687225833,156
Acetate,16429,1.5125051291881457,156
Acetate,15101,4.788061215129519,156
Acetate,17453,13.489526897504431,156
Acetate,11724,6.666990960265965,156
Acetate,28034,366.26512550377413,156
Acetate,18321,68.94829292620882,156
Acetate,21256,7.492702228803277,156
Acetate,21096,9365.317635457543,156
Acetate,27654,61.52373418064396,156
Acetate,22144,467.9568521938532,156
Acetate,12821,12.551651652825582,156
Acetate,26119,13.49593744789517,156
Acetate,13517,12.688883092309807,156
Acetate,12653,953.0196133246817,156
Acetate,30295,92.70729209171543,156
Acetate,28042,838.8316856828786,156
Acetate,41928,66.86039574225757,156
Acetate,12172,305.1807029920427,156
Acetate,13193,43.421176627976905,156
Acetate,19481,37.147275158288785,156
Acetate,23920,1090.3176908954908,156
Acetate,14801,11.70027726947152,156
Acetate,18681,2.832207473887448,156
Acetate,17661,254.30164012276893,156
Acetate,13925,7.216605708759578,156
Acetate,11816,131.06147991200243,156
Acetate,16597,21.92376422072929,156
Acetate,27551,87.96093973773294,156
Acetate,13897,13.950788187399048,156
Acetate,28442,4.701410043317602,156
Acetate,17089,3.7518378731904893,156
Acetate,21432,276.4347391983216,156
Acetate,41848,605.725481726146,156
Acetate,41884,50.83295833091933,156
Acetate,41820,127.27309890126044,156
Acetate,32715,2.290307217231463,156
Acetate,17325,8.152945640928149,156
Acetate,41804,6.498624752851388,156
Acetate,31131,40.69871091126652,156
Acetate,11768,0.724476837678423,156
Acetate,42424,43.51969930433894,156
Acetate,21524,2.741780272264454,156
